Primary identifier,Name,Literature identifier,Study type,Endocrine-mediated endpoints,Endocrine mediated systems
CID:4096,Methamidophos,PMID:21871486,IVR,Affects neuronal signaling,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:21871486,IVR,Affects neuronal signaling,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:23596261,IVR,Affects neuronal signaling,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:23596261,IVR,Affects social behavior,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:10828210,IVR,Affects survival of live fetus,Reproductive endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:10828210,IVR,Affects survival of live fetus,Reproductive endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:10828210,IVR,Cancer phenotype,Endocrine-mediated cancer
CID:4096,Methamidophos,PMID:24692810,IVR,Changes in morphology of thyroid gland,Metabolic endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:15891268,IVR,Decrease in T3 levels,Metabolic endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:15891268,IVR,Decrease in T4 levels,Metabolic endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:15891268,IVR,Decrease in TSH levels,Metabolic endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:21843794,IVR,Decreased testosterone levels,Reproductive endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:21843794,IVR,Decreased weights of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:21871486,IVR,Increased serotonin (5-HT) levels,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:21871486,IVR,Increased serotonin (5-HT) levels,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:23596261,IVR,Increased serotonin (5-HT) levels,Neurological endocrine-mediated perturbations
CID:4096,Methamidophos,PMID:10828210,IVR,No significant effects observed,-
CID:4115,Methoxychlor,PMID:10746942,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:14580783,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22016562,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22348781,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Abnormal estrous cycles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12954667,IVR,Abnormal proliferation of germ cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12954667,IVR,Abnormal proliferation of germ cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11534990,IVR,Affects anogenital distance,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11534990,IVR,Affects anogenital distance in offspring,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11534990,IVR,Affects anogenital distance in offspring,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15890768,IVR,Affects developmental process,Developmental endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15890768,IVR,Affects developmental process,Developmental endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15890768,IVR,Affects developmental process,Developmental endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15890768,IVTH,Affects developmental process,Developmental endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:21062904,IVR,Affects embryonic development,Developmental endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15933200,IVR,Affects fertility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22348781,IVR,Affects fertility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:23303685,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:23303685,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:25034310,IVR,Affects folliculogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10825674,IVR,Affects implantation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10825674,IVR,Affects implantation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10825674,IVR,Affects implantation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10825674,IVR,Affects implantation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22348781,IVR,Affects implantation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11836072,IVR,Affects lactation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10188190,IVR,Affects litter size,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects liver function,Hepatic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11836072,IVR,Affects locomotor activity,Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11836072,IVR,Affects locomotor activity,Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11836072,IVR,Affects locomotor activity,Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Affects morphology of hepatocytes,Hepatic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Affects morphology of hepatocytes,Hepatic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:16243481,IVTH,Affects neuronal differentiation,Developmental endocrine-mediated perturbations;Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Affects ovarian follicles population,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Affects ovarian follicles population,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:19589859,IVR,Affects ovarian function,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:19589859,IVR,Affects ovarian function,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:23303685,IVR,Affects ovulation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:23303685,IVR,Affects ovulation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12858341,IVTH,Affects placental differentiation,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10188190,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10188190,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17568585,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:21726579,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:27103539,IVR,Affects sexual behavior,Neurological endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11534990,IVR,Affects social behavior,Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11534990,IVR,Affects social behavior,Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22016562,IVR,Affects social behavior,Neurological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10188190,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10188190,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10188190,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22285353,IVR,Affects sperm motility,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15933200,IVR,Affects spermatogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15933200,IVR,Affects spermatogenesis in offspring,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:16996190,IVTH,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22285353,IVR,Affects steroidogenesis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12954667,IVR,Affects survival of germ cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12954667,IVR,Affects survival of germ cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12954667,IVR,Affects testis development,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12954667,IVR,Affects testis development,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Affects uterine morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:12919727,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:14613717,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:14613717,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:14613717,IVR,Affects xenobiotic metabolism,Metabolic endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Alteration in prostate morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Alteration in prostate morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10746942,IVR,Alteration in vaginal morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:21726579,IVR,Alteration in vaginal morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Alterations in endometrial morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Alterations in endometrial morphology,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Alterations in immune responses,Immunological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Alterations in immune responses,Immunological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Alterations in immune responses,Immunological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Alterations in number of granulosa cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Alterations in number of granulosa cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:17170213,IVR,Alterations in number of granulosa cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11969380,IVR,Alterations in number of sertoli cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11969380,IVR,Alterations in number of sertoli cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11969380,IVR,Alterations in number of sertoli cells,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:14580783,IVR,Alterations in preputial separation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:22348781,IVR,Alterations in preputial separation,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15596257,IVR,Alterations in splenocytes population,Immunological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15596257,IVR,Alterations in splenocytes population,Immunological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:15596257,IVR,Alterations in splenocytes population,Immunological endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10746942,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:10746942,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:14580783,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:27103539,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Alterations in vaginal opening,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:23303685,IVR,Alters estrogen metabolism,Metabolic endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:23303685,IVR,Alters estrogen metabolism,Metabolic endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Alters mammary gland development,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:9398496,IVR,Alters mammary gland development,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:21062904,IVR,Alters sperm function,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Atrophy in seminiferous tubules,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Atrophy of epididymis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Atrophy of epididymis,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Atrophy of mammary gland,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Atrophy of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:4115,Methoxychlor,PMID:11760811,IVR,Atrophy of seminal vesicles,Reproductive endocrine-mediated perturbations
